Employee ID,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID.1,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
1833,01-Jan-23,,Production Technician I,Anita Chapman,ainsley.booth@bilearner.com,PL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,31-12-1983,MA,Technician,Female,3284,White,Married,Needs Improvement,3,1833,23-01-2023,4,3,2,26-Mar-23,Technical Skills,Internal,Failed,New Davidfort,Patrick Gomez,2,712.9
1834,31-Jul-20,05-Apr-21,Production Technician II,Joseph Diaz,dereon.huffman@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,Resignation,Child lose recently.,Production       ,Project Management - Con,13-09-1978,MA,Coordinator,Female,80929,White,Divorced,Needs Improvement,3,1834,08-12-2022,4,5,1,11-Mar-23,Technical Skills,Internal,Incomplete,Port Alicemouth,Gregory Kline,1,845.82
1835,10-Sep-21,19-Jul-22,Production Technician II,Danielle Reyes,colin.cherry@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Resignation,Strategy word southern.,Production       ,Field Operations,25-11-1982,MA,Laborer,Female,5480,Asian,Single,Needs Improvement,3,1835,11-04-2023,5,2,2,01-Mar-23,Communication Skills,Internal,Passed,New Aaron,Vanessa Villarreal,4,727.9
1836,19-Jun-19,,Production Technician II,Daniel Hardy,karla.hines@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,14-01-1971,MA,Laborer,Male,35394,Hispanic,Divorced,Needs Improvement,3,1836,06-10-2022,1,4,3,21-Jul-23,Project Management,Internal,Incomplete,North Brad,Rachel Daniels,1,760.41
1837,16-Aug-21,,Production Technician II,Michael Graves,colton.decker@bilearner.com,NEL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Project Management - Con,17-06-1975,MA,Technician,Female,5981,Asian,Divorced,Needs Improvement,3,1837,01-01-2023,1,3,3,25-Jul-23,Project Management,Internal,Incomplete,Lake Tashaside,Andrew Velazquez,5,567.74
1838,08-Jul-19,,Production Technician I,Elizabeth Kaufman,jayleen.tran@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Aerial,16-09-1958,MA,Laborer,Female,4188,White,Widowed,Exceeds,3,1838,01-07-2023,2,1,1,14-Jan-23,Communication Skills,External,Incomplete,Collinsshire,Kimberly Richardson,5,582.7
1839,17-Aug-21,31-Aug-22,Production Technician I,Joshua Glenn,aydin.perry@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Voluntary,First sing others lot film anyone.,Production       ,People Services,29-03-1968,MA,Assistant,Female,74361,Other,Single,Exceeds,3,1839,28-04-2023,3,3,3,16-Aug-22,Leadership Development,External,Incomplete,West Nicole,Jacqueline Kelly,2,645.16
1840,08-Jan-21,,Production Technician I,Misty Brown,jenna.casey@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Eng,07-08-1969,MA,Drafter,Female,56925,Hispanic,Single,Exceeds,3,1840,24-08-2022,5,1,4,07-Mar-23,Project Management,External,Passed,Port Dawnland,Steven Lewis,5,310.44
1841,14-Aug-18,,Production Technician I,Brian Paul,remington.bullock@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Operations,19-10-1958,MA,Operator,Female,62148,Hispanic,Widowed,Exceeds,3,1841,30-03-2023,3,5,3,13-Aug-22,Communication Skills,External,Failed,Michellefurt,Cody Moses DDS,4,683.42
1842,30-Jul-21,,Production Technician I,Ricardo Harris,delaney.stewart@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,General - Con,10-05-1998,MA,Coordinator,Male,20467,Asian,Divorced,Exceeds,3,1842,07-12-2022,1,4,4,19-Jul-23,Communication Skills,Internal,Completed,Jacksontown,Jenna Parks,3,129.49
1843,08-Apr-23,,Production Technician I,Samantha French,saige.jones@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Engineers,12-01-1963,MA,Engineer,Male,43130,Hispanic,Married,Needs Improvement,3,1843,31-07-2023,1,5,4,11-Nov-22,Project Management,External,Incomplete,Ashleyburgh,Shawn Harris,5,349.46
1844,11-Sep-19,,Production Technician I,Nicole Vasquez,camryn.fritz@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,23-11-1964,MA,Model Assistant,Female,52114,Other,Single,Exceeds,3,1844,20-12-2022,2,1,4,19-Aug-22,Project Management,Internal,Failed,Daniellemouth,John Santos,5,668.2
1845,05-Mar-20,22-Aug-21,Production Technician I,Matthew Ramirez,amanda.lambert@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,Voluntary,Force leader remain machine place.,Production       ,Aerial,23-12-1941,MA,Laborer,Female,78947,Black,Single,Needs Improvement,3,1845,18-06-2023,1,2,5,31-Dec-22,Customer Service,External,Passed,Natashaburgh,Christopher Rowe,5,409.99
1846,02-Dec-19,,Production Technician I,Sarah Delacruz,winston.callahan@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Aerial,24-11-1946,MA,Foreman,Male,85558,Black,Single,Needs Improvement,3,1846,21-06-2023,5,4,1,25-Apr-23,Communication Skills,Internal,Passed,Torresstad,Abigail Underwood,4,964.4
1847,03-Dec-22,24-Dec-22,Production Technician I,Lee Lucas,maverick.lang@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Resignation,Beat scene dream because by who ok.,Production       ,Project Management - Con,16-10-2000,MA,Project Manager,Male,16653,Other,Divorced,Needs Improvement,3,1847,23-11-2022,5,2,3,14-Feb-23,Leadership Development,External,Completed,Lake Jonathanville,Marissa Parker,1,777.95
1848,23-Dec-21,,Production Technician I,Lisa Reed,harold.reid@bilearner.com,TNS,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Engineers,17-10-2000,MA,Engineer,Male,40621,Black,Divorced,PIP,3,1848,10-04-2023,2,4,5,15-Feb-23,Communication Skills,Internal,Completed,Jonesshire,Philip Smith,5,816.07
1849,28-Jan-22,,Production Technician I,Mary Conley,cindy.york@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Project Management - Con,28-05-1960,MA,Project Manager,Female,31815,Hispanic,Divorced,PIP,3,1849,20-09-2022,2,4,4,04-Jun-23,Leadership Development,External,Passed,New Jefferyfort,Brian Lee,4,332.12
1850,15-Dec-19,25-Jun-21,Production Technician I,Ashley Orozco,breanna.cardenas@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone A,Full-Time,Voluntary,Food few generation seek outside.,Production       ,Aerial,23-10-1996,MA,Lineman,Female,78073,White,Married,PIP,3,1850,09-05-2023,3,1,2,02-May-23,Communication Skills,Internal,Completed,Briannamouth,Gabrielle Matthews,1,950.45
1851,11-Nov-21,01-Aug-22,Production Technician I,Angelica Vazquez,tripp.blake@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone B,Temporary,Retirement,Left how maintain structure these enter kitchen.,Production       ,General - Con,29-10-1967,MA,Laborer,Female,57276,Hispanic,Single,PIP,3,1851,01-03-2023,1,1,4,04-Sep-22,Communication Skills,External,Passed,Michaelview,Cody Daugherty,4,997.13
1852,15-Feb-19,28-Jul-23,Production Technician I,Christopher Ponce,elaine.moon@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Voluntary,Fall share energy myself.,Production       ,General - Con,18-10-1981,MA,Technician,Female,47682,Black,Single,PIP,3,1852,02-05-2023,3,4,1,16-Oct-22,Customer Service,Internal,Completed,Douglaschester,Matthew Goodman,1,917.56
1853,31-Mar-22,,Production Technician II,Tara Fields,jaime.morrow@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unk,,Production       ,Wireline Construction,24-12-1957,MA,Lineman,Female,26452,Other,Divorced,PIP,3,1853,27-08-2022,4,3,5,10-Aug-22,Project Management,External,Failed,Wesleyton,Noah Herrera,4,220.2
1854,25-Oct-20,18-Apr-22,Production Technician II,Joshua Evans,leslie.potts@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Involuntary,Fight ahead group.,Production       ,Shop (Fleet),29-08-1962,MA,Mechanic,Female,68252,Asian,Married,PIP,3,1854,29-07-2023,1,2,5,18-May-23,Technical Skills,External,Failed,Mcmahonview,Pedro Rodriguez,1,837.64
1855,25-Jul-22,26-Apr-23,Production Technician II,Lisa Hernandez,keith.haas@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Retirement,Pretty line two she accept be.,Production       ,General - Con,19-05-1947,MA,Locator,Male,42024,Other,Married,Exceeds,3,1855,31-01-2023,3,3,3,30-Aug-22,Technical Skills,External,Incomplete,South Matthewburgh,Andrew Gross,2,648.72
1856,02-Aug-21,,Production Technician II,Nancy Valdez,matteo.oneal@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,19-09-1972,MA,Technician,Female,45723,Black,Widowed,Exceeds,3,1856,14-03-2023,2,3,3,04-Jul-23,Leadership Development,External,Failed,West Kimberly,Natalie Skinner,4,687.77
1857,13-Nov-21,17-Mar-23,Production Technician II,David Garcia,erik.graham@bilearner.com,BPC,Voluntarily Terminated,Contract,Zone C,Temporary,Involuntary,Have appear along within western city drug tough.,Production       ,Billable Consultants,04-06-1956,MA,Engineer,Male,93336,Other,Divorced,Exceeds,3,1857,21-08-2022,1,4,1,14-Jun-23,Project Management,External,Incomplete,Port Christopher,Miss Jamie Miller,5,278.62
1858,07-May-19,27-Nov-19,Production Technician I,Ryan Baker,lailah.haney@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Resignation,Reality line toward follow well able.,Production       ,Wireline Construction,20-02-1988,MA,Lineman,Female,16981,Asian,Widowed,Exceeds,3,1858,26-10-2022,2,4,1,16-Dec-22,Technical Skills,External,Failed,South Sonyahaven,Todd Clark,5,568.57
1859,31-Dec-20,04-Mar-21,Production Technician I,Tammy Poole,mohamed.gay@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Voluntary,Article hope tree happy affect check people.,Production       ,Field Operations,14-12-1982,MA,Field Technician,Female,66623,Hispanic,Married,Exceeds,3,1859,17-02-2023,4,2,5,07-Oct-22,Technical Skills,Internal,Completed,Austinstad,Nancy Taylor,4,764.64
1860,10-Dec-19,07-Mar-20,Production Technician I,Jenna Perry,frankie.banks@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Involuntary,Entire list exactly control enough.,Production       ,Project Management - Con,09-06-2000,MA,Coordinator,Female,34484,Asian,Divorced,Exceeds,3,1860,21-03-2023,1,4,3,20-Aug-22,Project Management,External,Passed,East Davidbury,Paul Farrell,3,551.45
1861,11-Jun-20,,Production Technician I,Ana Harding,lorelei.glass@bilearner.com,NEL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Wireline Construction,11-11-1951,MA,Apprentice,Male,97856,Black,Widowed,Exceeds,3,1861,22-09-2022,1,2,4,18-Jun-23,Customer Service,Internal,Completed,Thompsonland,Bryan Reed,2,849.52
1862,30-Aug-21,,Production Technician I,Thomas Davis,marie.moyer@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Aerial,25-03-1985,MA,Laborer,Male,25103,Other,Single,Exceeds,3,1862,11-03-2023,5,4,4,21-Dec-22,Communication Skills,Internal,Incomplete,New Chelsea,Juan Meyer,1,180.61
1863,04-Nov-19,29-Dec-21,Production Technician I,Jennifer Boone,amari.bowen@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Involuntary,Nor director yard within car into final.,Production       ,Engineers,18-09-1987,MA,Engineer,Female,87036,Other,Single,Exceeds,3,1863,04-07-2023,5,2,2,21-Jun-23,Communication Skills,Internal,Passed,East Richard,Norman Chapman,3,559.52
1864,03-Jun-23,18-Jul-23,Production Technician I,Karen Smith,prince.dickerson@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Resignation,Take health either southern religious today.,Production       ,Field Operations,26-05-1972,MA,Splicer,Female,51953,Hispanic,Married,Exceeds,3,1864,10-12-2022,3,2,1,06-Aug-22,Project Management,Internal,Completed,South Waltershire,Laurie Miller,4,850.57
1865,14-Feb-21,,Production Technician I,Jamie Anderson,lane.church@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,24-05-1969,MA,Lineman,Female,67354,Asian,Single,Exceeds,3,1865,12-01-2023,1,3,4,13-Nov-22,Project Management,Internal,Completed,Helenville,Kimberly Reed,3,802.75
1866,28-Feb-23,,Production Technician I,Kathleen Boyle,cassie.nolan@bilearner.com,EW,Active,Contract,Zone A,Temporary,Unk,,Production       ,Field Operations,22-05-1980,MA,Operator,Male,81653,Asian,Divorced,Exceeds,3,1866,12-10-2022,3,5,2,22-Apr-23,Customer Service,External,Completed,Port Brandyview,Zachary Chandler,3,587.63
1867,09-Jan-21,17-Aug-21,Production Technician I,Natalie Roman,mauricio.buchanan@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Involuntary,Apply must visit street.,Production       ,Engineers,01-11-1942,MA,Technician,Male,25698,Asian,Divorced,Needs Improvement,3,1867,08-05-2023,1,5,2,04-May-23,Project Management,External,Passed,Jonesberg,John Reid,3,114.45
1868,22-Mar-22,15-May-23,Production Technician I,Anthony Diaz,briana.wang@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Resignation,Always agree room animal drug.,Production       ,Field Operations,28-11-2000,MA,Laborer,Male,6756,Black,Single,Needs Improvement,3,1868,26-02-2023,5,3,3,27-Mar-23,Leadership Development,Internal,Completed,West Dylan,Tracy Davis,4,599.79
1869,11-Nov-19,,Production Technician I,Robert Adams,salma.blackwell@bilearner.com,PYZ,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Catv,25-01-1982,MA,Foreman,Female,70511,Asian,Married,Exceeds,3,1869,31-08-2022,1,2,3,23-Dec-22,Customer Service,Internal,Failed,Carmenstad,Robert Lee,3,280.46
1870,04-Oct-22,,Production Technician I,Steven Reid,shelby.frazier@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Engineers,31-03-1992,MA,Engineer,Female,73361,Hispanic,Married,Fully Meets,3,1870,13-09-2022,2,5,3,25-Dec-22,Communication Skills,External,Incomplete,North Wendyfurt,Yvonne Anderson,3,969.98
1871,23-Aug-21,,Production Technician I,Andrew Calderon,lindsay.becker@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Wireline Construction,09-08-1996,MA,Laborer,Female,51310,White,Widowed,Fully Meets,3,1871,12-12-2022,1,4,3,03-Jul-23,Customer Service,Internal,Failed,North Jamesborough,Ronald Chang,4,643.07
1872,05-Dec-22,18-Jun-23,Production Technician I,Andrew Ball,reyna.good@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Retirement,General nature open.,Production       ,Field Operations,21-12-1972,MA,Laborer,Female,64371,Hispanic,Married,Fully Meets,3,1872,17-04-2023,1,2,5,04-Jul-23,Leadership Development,Internal,Incomplete,Walterborough,Andrew Griffin,4,299.55
1873,20-Jul-19,28-Aug-19,Production Technician II,Christine Larson,nathalie.rivera@bilearner.com,BPC,Active,Contract,Zone C,Temporary,Involuntary,Art professional rather move explain.,Production       ,Engineers,23-01-1960,MA,Technician,Female,76588,Black,Married,Fully Meets,3,1873,14-08-2022,5,2,3,02-Mar-23,Technical Skills,External,Incomplete,New Kevinfort,Jason Faulkner,3,373.67
1874,05-Nov-21,,Production Technician II,Brenda Thompson,saniyah.schroeder@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Technology / It,08-12-1960,MA,Technician,Male,35018,Asian,Widowed,Fully Meets,3,1874,04-05-2023,2,4,4,25-Dec-22,Leadership Development,Internal,Passed,Wrightstad,Dustin Lewis,1,902.01
1875,04-Jan-21,04-Mar-23,Production Technician II,Patricia Robbins,taylor.mann@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Involuntary,Young finally can fact.,Production       ,General - Con,01-08-1953,MA,Foreman,Male,24806,Other,Single,Fully Meets,3,1875,05-08-2023,3,1,4,19-Mar-23,Project Management,Internal,Failed,Vasquezchester,Brianna Freeman,1,105.61
1876,14-Oct-22,02-Mar-23,Production Technician II,Terry Stevens,rylee.stevenson@bilearner.com,MSC,Leave of Absence,Full-Time,Zone A,Part-Time,Resignation,Sound modern feel special me fish produce.,Production       ,Field Operations,21-10-1943,MA,Operator,Female,40691,Hispanic,Single,Fully Meets,3,1876,09-01-2023,4,2,1,14-Mar-23,Leadership Development,Internal,Completed,North Rebeccamouth,Michael Romero,5,445.28
1877,30-Oct-21,,Production Technician II,Rachel Paul,waylon.pennington@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,17-05-1961,MA,Foreman,Male,5750,Asian,Married,Fully Meets,3,1877,08-09-2022,2,3,2,01-May-23,Technical Skills,External,Passed,Smithborough,Charles Parker,1,845.17
1878,02-Oct-22,28-Jun-23,Production Technician I,Elizabeth Miller,kobe.crosby@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Voluntary,Toward situation politics.,Production       ,Splicing,17-06-2001,MA,Manager,Female,78562,White,Single,Fully Meets,3,1878,13-01-2023,5,3,3,25-May-23,Technical Skills,External,Passed,Lake Cameronburgh,Thomas Erickson,5,932.44
1879,25-Nov-18,14-Jun-20,Production Technician I,David Vasquez,carmen.davidson@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone B,Temporary,Involuntary,Key real fill never sing feeling.,Production       ,Engineers,30-10-1965,MA,Engineer,Female,56517,Black,Single,Fully Meets,3,1879,05-08-2023,2,3,4,29-Apr-23,Leadership Development,Internal,Passed,Port Emilyhaven,Kimberly Choi,2,227.51
1880,09-Jul-21,28-Jan-23,Production Technician I,Alexandra Rice,sidney.moran@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Voluntary,Within direction court hope security stuff early.,Production       ,Project Management - Con,07-01-1966,MA,Foreman,Female,10781,Black,Widowed,Fully Meets,3,1880,13-04-2023,5,1,2,10-Aug-22,Customer Service,Internal,Incomplete,Smithfurt,Danielle Wells,5,785.05
1881,01-May-19,,Production Technician I,Thomas Lee,alena.bonilla@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,14-10-2000,MA,Technician,Male,54917,Asian,Single,Fully Meets,3,1881,18-09-2022,3,5,3,30-Jun-23,Communication Skills,External,Passed,South Rebeccahaven,Julian Ward,4,584.92
1882,09-Nov-21,13-Jan-23,Production Technician I,Christina Burgess,baron.luna@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Retirement,List try partner four tax.,Production       ,Fielders,06-02-1945,MA,Engineer,Female,91039,Asian,Divorced,Fully Meets,3,1882,07-07-2023,1,4,2,11-Apr-23,Leadership Development,Internal,Incomplete,West Charles,Ronald Long,5,206.16
1883,27-Aug-18,23-Mar-19,Production Technician I,Regina Goodwin,giselle.butler@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Voluntary,Unit computer what age career.,Production       ,Project Management - Con,03-07-1967,MA,Project Manager,Female,26876,Black,Single,Fully Meets,3,1883,09-10-2022,3,4,2,19-May-23,Customer Service,Internal,Failed,Leviville,Cynthia Stone,1,483.43
1884,16-Mar-19,,Production Technician I,Alicia Gonzalez,sophie.horne@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,General - Eng,24-07-2000,MA,Engineer,Female,57831,Other,Married,Fully Meets,3,1884,14-04-2023,1,3,3,09-Sep-22,Project Management,External,Incomplete,New Kimberlychester,Robin Oneill,2,889.87
1885,07-Jan-22,,Production Technician I,Peter Giles,jabari.guerrero@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unk,,Production       ,General - Con,23-05-1984,MA,Technician,Male,67723,Other,Married,Fully Meets,3,1885,14-09-2022,1,2,4,15-Feb-23,Customer Service,Internal,Incomplete,Thomasborough,Vanessa Riley,3,503.04
1886,04-Oct-22,05-Mar-23,Production Technician I,Daniel Guerra,ahmed.montgomery@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Involuntary,Amount establish away part.,Production       ,Executive,06-12-1984,MA,Administrator,Male,79888,White,Single,Fully Meets,3,1886,18-01-2023,3,2,5,10-Jun-23,Customer Service,External,Completed,West Jack,Gregory Henderson,1,349.8
1887,23-Mar-22,,Production Technician I,Ashley Clark,esther.spears@bilearner.com,TNS,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,13-09-1997,MA,Tower Hand,Male,78957,White,Divorced,Fully Meets,3,1887,07-05-2023,2,3,3,23-Dec-22,Customer Service,External,Passed,Jasminebury,Jessica Brown,4,547.76
1888,05-May-20,25-Jul-23,Production Technician I,Veronica Murphy,darian.wall@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Voluntary,History follow budget forget instead mind.,Production       ,Engineers,26-12-1947,MA,Engineer,Female,36015,White,Married,Fully Meets,3,1888,23-07-2023,1,5,1,23-Dec-22,Technical Skills,External,Completed,East Kim,Victoria Padilla,2,961.68
1889,23-Nov-20,,Production Technician I,Kelsey Thompson,kaleb.cole@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unk,,Production       ,General - Con,14-02-1957,MA,Laborer,Female,19032,Other,Divorced,Fully Meets,3,1889,06-10-2022,5,4,4,09-Feb-23,Leadership Development,Internal,Incomplete,New Eric,Laura Patterson,1,993.76
1890,28-Mar-22,,Production Technician I,Cole Johns,anthony.terrell@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Splicing,24-05-1968,MA,Laborer,Female,55466,White,Widowed,Fully Meets,3,1890,12-05-2023,1,3,2,25-Oct-22,Communication Skills,Internal,Failed,Lake Randyshire,Tiffany Gutierrez,2,998.32
1891,25-Mar-20,,Production Technician I,Wendy Elliott,william.douglas@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Aerial,24-06-1946,MA,Labor,Female,6790,Hispanic,Married,Fully Meets,3,1891,22-12-2022,2,5,2,13-Jul-23,Leadership Development,External,Incomplete,Rodriguezfort,Jonathon Obrien,1,961.55
1892,07-Aug-18,,Production Technician II,Nicholas Anderson,saniya.buck@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Unk,,Production       ,Aerial,30-05-1986,MA,Technician,Female,91219,Asian,Single,Fully Meets,3,1892,11-01-2023,3,3,3,09-Feb-23,Technical Skills,External,Incomplete,West Leslie,Meagan Glenn,3,192.73
1893,11-Feb-20,,Production Technician II,Darryl Scott,kristopher.owen@bilearner.com,BPC,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,28-01-1976,MA,Clerk,Male,84422,White,Divorced,Fully Meets,3,1893,08-06-2023,2,3,4,28-Sep-22,Leadership Development,Internal,Completed,East Breannaborough,Andrew Rivera,1,604.53
1894,01-Jan-23,,Production Technician II,Clayton Wilson,hadley.tapia@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,23-05-1959,MA,Laborer,Male,12371,Other,Single,Fully Meets,3,1894,01-06-2023,3,1,5,29-May-23,Technical Skills,External,Failed,Port Matthew,Annette Pace,2,144.39
1895,07-Dec-22,,Production Technician II,Phillip Fernandez,lillie.bush@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Wireline Construction,25-01-1989,MA,Lineman,Female,23076,White,Married,Fully Meets,3,1895,18-10-2022,4,5,2,12-Sep-22,Technical Skills,External,Completed,Paulmouth,Richard Lopez,5,517.92
1896,13-Mar-23,,Production Technician II,Joshua Tapia,lamont.cook@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Engineers,18-11-1951,MA,Engineer,Female,80925,Hispanic,Married,Fully Meets,3,1896,17-01-2023,1,1,3,22-Feb-23,Customer Service,External,Completed,Basston,Terry Mcdonald,4,537.71
1897,14-Nov-21,,Production Technician II,Lauren Wilson,danna.rollins@bilearner.com,NEL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,20-07-1948,MA,Laborer,Male,38371,Asian,Divorced,Fully Meets,3,1897,05-09-2022,2,4,5,16-Mar-23,Communication Skills,External,Completed,Benjaminbury,Mrs. Amy Foster,2,491.71
1898,05-Jun-19,20-Oct-20,Production Technician I,Benjamin Lang,shaun.velazquez@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Voluntary,Benefit avoid fill begin any individual thousand.,Production       ,Field Operations,14-01-1997,MA,Laborer,Female,5154,White,Single,Fully Meets,3,1898,18-07-2023,4,5,5,10-Jul-23,Project Management,Internal,Completed,Kingview,Jessica Evans,3,673.38
1899,12-Dec-20,28-May-23,Production Technician I,Ashley Cannon,kolton.duarte@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Retirement,Occur tough thousand on recent.,Production       ,Field Operations,06-09-1982,MA,Laborer,Female,57914,Asian,Married,Fully Meets,3,1899,28-06-2023,2,4,5,29-Jan-23,Leadership Development,Internal,Incomplete,Port Jenniferside,Tyler Mcgee,2,724.87
1900,06-Apr-20,,Production Technician I,Lauren Thompson,jonas.braun@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,22-03-1960,MA,Clerk,Female,46828,Hispanic,Widowed,Fully Meets,3,1900,02-07-2023,2,2,5,27-Apr-23,Communication Skills,Internal,Passed,North Darryl,Joe Flores,4,140.83
1901,30-Jan-23,,Production Technician I,Diana Cox,meadow.howe@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Engineers,09-08-1959,MA,Engineer,Female,51699,White,Divorced,Fully Meets,3,1901,22-06-2023,4,1,5,22-Sep-22,Project Management,External,Passed,North Peterland,Paul Davis,1,113.47
1902,08-Sep-20,19-Sep-22,Production Technician I,Samantha Hester,sarahi.raymond@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Retirement,Brother a billion wife watch south.,Production       ,Engineers,11-02-1952,MA,Project Manager,Male,86441,Other,Divorced,Fully Meets,3,1902,27-07-2023,2,5,3,24-Feb-23,Customer Service,External,Incomplete,Jasonborough,Vincent Spencer,1,604.93
1903,14-Dec-20,07-Dec-21,Production Technician I,Roger Lynch,taylor.wiggins@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Resignation,Can ahead cell in most generation reduce.,Production       ,Field Operations,11-04-1960,MA,Foreman,Female,39875,Black,Divorced,Fully Meets,3,1903,17-12-2022,5,5,2,27-May-23,Project Management,External,Completed,Wintersmouth,Jennifer Garcia,4,699.97
1904,07-Nov-22,,Production Technician I,Brenda Rodriguez,ezra.zhang@bilearner.com,BPC,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Con,11-10-1982,MA,Laborer,Female,73332,Asian,Widowed,Fully Meets,3,1904,09-12-2022,5,1,4,20-Oct-22,Leadership Development,Internal,Failed,East Autumn,Donald Franklin,1,576.1
1905,06-Apr-22,,Production Technician I,Sean Moon,sonia.chung@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Wireline Construction,10-03-1972,MA,Vp,Female,85085,Asian,Married,Fully Meets,3,1905,15-04-2023,5,2,1,24-Nov-22,Leadership Development,Internal,Passed,Buchananton,Matthew Brooks,2,958.46
